name	allegiance	culture	spouse	father	mother	books	show	predecessor	successor	born	died	title
Aeron Greyjoy	['http://awoiaf.westeros.org/index.php/House_Greyjoy']	['ironborn']		['http://awoiaf.westeros.org/index.php/Quellon_Greyjoy']	['http://awoiaf.westeros.org/index.php/Lady_Sunderly_(wife_of_Quellon_Greyjoy)']	['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6']			[b'In269273AC[1],Pyke[2]']	[]	[['Captain of the Golden Storm (formerly)', 'Priest of the Drowned God']]
Aerys Targaryen[1]	['http://awoiaf.westeros.org/index.php/House_Targaryen']			['http://awoiaf.westeros.org/index.php/Aegon_Targaryen_(son_of_Gaemon)']	['http://awoiaf.westeros.org/index.php/Elaena_Targaryen_(daughter_of_Gaemon)']	['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'In10167BC[2],Dragonstone']	[]	[['Lord of Dragonstone']]
Aerys I				['http://awoiaf.westeros.org/index.php/Daeron_II_Targaryen']	['http://awoiaf.westeros.org/index.php/Myriah_Martell']			['http://awoiaf.westeros.org/index.php/Daeron_II_Targaryen']	['http://awoiaf.westeros.org/index.php/Maekar_I_Targaryen']	"[b""In172177AC[1],atKing's Landing""]"	[b'In221AC']	[]
KingAerys II Targaryen				['http://awoiaf.westeros.org/index.php/Jaehaerys_II_Targaryen']	['http://awoiaf.westeros.org/index.php/Shaera_Targaryen']		['http://awoiaf.westeros.org/index.php/Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_6']	['http://awoiaf.westeros.org/index.php/Jaehaerys_II_Targaryen']	['http://awoiaf.westeros.org/index.php/Robert_I_Baratheon']	"[b""In244AC[7],atKing's Landing[3]""]"	"[b""In283AC[3],atthe throne room of the Red Keep in King's Landing""]"	[]
	['http://awoiaf.westeros.org/index.php/House_Targaryen']	['Crownlands']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	"[b""In274AC or 275AC,Red Keep, King's Landing""]"	[]
Aethan	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Westerosi']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[]
LordAethan Velaryon	['http://awoiaf.westeros.org/index.php/House_Velaryon', 'http://awoiaf.westeros.org/index.php/Aethan_Velaryon']	['Crownlands[1]']	['http://awoiaf.westeros.org/index.php/Alarra_Massey', 'http://awoiaf.westeros.org/index.php/Aethan_Velaryon']	['http://awoiaf.westeros.org/index.php/Daemon_Velaryon']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Rise_of_the_Dragon', 'http://awoiaf.westeros.org/index.php/The_Sons_of_the_Dragon']				[b'Inor before 11 BC[2]']	[b'In4247AC[2]']	[['Lord of the Tides[1]', 'Master of Driftmark[1]', 'Lord admiral[1]', 'Master of ships[1]']]
Aethelmure	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones']				[]	[]	[['Grand Maester']]
Aggar	['http://awoiaf.westeros.org/index.php/House_Greyjoy']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']	['http://awoiaf.westeros.org/index.php/Season_2']			[]	[b'In299AC,Winterfell']	[]
Aggo	['http://awoiaf.westeros.org/index.php/Drogo', 'http://awoiaf.westeros.org/index.php/House_Targaryen', 'http://awoiaf.westeros.org/index.php/Queensguard']	['Dothraki']				['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']	['http://awoiaf.westeros.org/index.php/Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/Game_of_Thrones_-_Season_2']			[]	[]	[['Ko', 'Bloodrider of Daenerys Targaryen']]
SeptaAglantine	['http://awoiaf.westeros.org/index.php/Faith_of_the_Seven']					['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Septa']]
Agnes Blackwood	['http://awoiaf.westeros.org/index.php/House_Blackwood']	['Rivermen']				['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[b'InCentury of Blood[1],Riverlands[1]']	[['Lady of Raventree Hall[1]']]
Agramore Cobb	['http://awoiaf.westeros.org/index.php/House_Cobb', 'http://awoiaf.westeros.org/index.php/Kingsguard']	['Reach']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Ser']]
Agrivane	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Archmaester']]
Aladale Wynch	['http://awoiaf.westeros.org/index.php/House_Wynch', 'http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['ironborn']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'In300AC,Bridge of Skulls']	[['Ser']]
Aladore Florent	['http://awoiaf.westeros.org/index.php/House_Florent']	['Reach']				['http://awoiaf.westeros.org/index.php/The_Hedge_Knight']				[]	[]	[['Ser']]
Alan	['http://awoiaf.westeros.org/index.php/House_Yew']					['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[b'InAge of Heroes']	[]	[]
Alan of Rosby	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']	['Crownlands']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Rosby']	[]	[]
Alan Beesbury	['http://awoiaf.westeros.org/index.php/House_Beesbury', 'http://awoiaf.westeros.org/index.php/Blacks']	['Reach']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[b'In73114AC[3]']	[]	[['Ser[1]', 'Lord of Honeyholt[2]']]
Alan Tarly	['http://awoiaf.westeros.org/index.php/House_Tarly', 'http://awoiaf.westeros.org/index.php/Blacks']	['Marcher']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']				[]	[]	[['Lord of Horn Hill']]
Alannys Harlaw	['http://awoiaf.westeros.org/index.php/House_Greyjoy', 'http://awoiaf.westeros.org/index.php/House_Harlaw']	['ironborn']	['http://awoiaf.westeros.org/index.php/Balon_Greyjoy']	['http://awoiaf.westeros.org/index.php/House_Harlaw']		['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Harlaw[1]']	[]	[['Lady of Pyke', 'Queen of the Iron Islands']]
Alaric of Eysen		['Westeros']				['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]
Alaric Stark	['http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']	['http://awoiaf.westeros.org/index.php/Lady_Mormont_(wife_of_Alaric_Stark)', 'http://awoiaf.westeros.org/index.php/Alaric_Stark']	['http://awoiaf.westeros.org/index.php/Brandon_Stark_(father_of_Walton)']		['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']		['http://awoiaf.westeros.org/index.php/Walton_Stark_(son_of_Brandon)']	['http://awoiaf.westeros.org/index.php/Edric_Stark']	[]	[b'In72AC[2]']	[['Lord of Winterfell[1]', 'Warden of the North[1]']]
Alarra Massey	['http://awoiaf.westeros.org/index.php/House_Massey', 'http://awoiaf.westeros.org/index.php/Alarra_Massey', 'http://awoiaf.westeros.org/index.php/House_Velaryon', 'http://awoiaf.westeros.org/index.php/Alarra_Massey']	['Crownlands[1]']	['http://awoiaf.westeros.org/index.php/Aethan_Velaryon', 'http://awoiaf.westeros.org/index.php/Alarra_Massey']			['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Lady of Driftmark[1]']]
Alarra Stark	['http://awoiaf.westeros.org/index.php/House_Stark', 'http://awoiaf.westeros.org/index.php/House_Targaryen']	['Northmen']		['http://awoiaf.westeros.org/index.php/Alaric_Stark']	['http://awoiaf.westeros.org/index.php/Lady_Mormont_(wife_of_Alaric_Stark)']	['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[b'Inbefore 55AC']	[]	[['Lady-in-waiting']]
Alastor Reyne	['http://awoiaf.westeros.org/index.php/House_Reyne', 'http://awoiaf.westeros.org/index.php/Alastor_Reyne']	['Westermen[1]']				['http://awoiaf.westeros.org/index.php/Fire_and_Blood']				[]	[]	[['Ser[1]', 'Master-at-arms at Casterly Rock[1]']]
Alayaya	['http://awoiaf.westeros.org/index.php/Chataya%27s_brothel']	['Summer Isles']			['http://awoiaf.westeros.org/index.php/Chataya']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				"[b""In282AC or 283AC[1],King's Landing[2]""]"	[]	[]
Alayne	['http://awoiaf.westeros.org/index.php/House_Baelish']	['Westeros']	['http://awoiaf.westeros.org/index.php/Baelish_(lord)']			['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[]	[['Lady']]
Alayne Royce	['http://awoiaf.westeros.org/index.php/House_Royce']	['Valemen']		['http://awoiaf.westeros.org/index.php/Allard_Royce']		['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In54AC[1],Dragonstone[1]']	[]
Albar Royce	['http://awoiaf.westeros.org/index.php/House_Royce_of_the_Gates_of_the_Moon']	['Valemen']		['http://awoiaf.westeros.org/index.php/Nestor_Royce']		['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons', 'http://awoiaf.westeros.org/index.php/The_Winds_of_Winter']				[]	[]	[['Ser']]
Albett	['http://awoiaf.westeros.org/index.php/Night%27s_Watch']					['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]
Albin Manwoody									['http://awoiaf.westeros.org/index.php/House_Martell']	[]	[]	[]
Albin Massey	['http://awoiaf.westeros.org/index.php/House_Massey', 'http://awoiaf.westeros.org/index.php/Albin_Massey']	['Crownlands[1]']		['http://awoiaf.westeros.org/index.php/House_Massey']		['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	"[b""In59AC,King's Landing[2]""]"	[['Lord of Stonedance[1]', 'Master of laws[1]', 'Lord justiciar[1]']]
Alchemist	['http://awoiaf.westeros.org/index.php/Faceless_Men']					['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]
Alebelly	['http://awoiaf.westeros.org/index.php/House_Stark']	['Northmen']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'In299AC,Winterfell']	[]
Alec Hunter	['http://awoiaf.westeros.org/index.php/House_Hunter']	['Valemen']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Lord of Longbow Hall']]
Alekyne Florent	['http://awoiaf.westeros.org/index.php/House_Florent']	['Reach']		['http://awoiaf.westeros.org/index.php/Alester_Florent']	['http://awoiaf.westeros.org/index.php/Melara_Crane']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']		['http://awoiaf.westeros.org/index.php/Alester_Florent']	['http://awoiaf.westeros.org/index.php/Garlan_Tyrell']	[b'Inor before 270AC[1]']	[]	[['Lord of Brightwater Keep (attainted)']]
Alequo Adarys	['http://awoiaf.westeros.org/index.php/Band_of_Nine']	['Tyroshi']	[]			['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[b'In266AC[1]']	[]
Alerie Hightower	['http://awoiaf.westeros.org/index.php/House_Hightower', 'http://awoiaf.westeros.org/index.php/House_Tyrell']	['Reach']	['http://awoiaf.westeros.org/index.php/Mace_Tyrell']	['http://awoiaf.westeros.org/index.php/Leyton_Hightower']		['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones', 'http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In257264AC[1],Oldtown[2]']	[]	[['Lady of Highgarden']]
Alesander Frey	['http://awoiaf.westeros.org/index.php/House_Frey']	['Rivermen']		['http://awoiaf.westeros.org/index.php/Symond_Frey']	['http://awoiaf.westeros.org/index.php/Betharios_of_Braavos']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In263281AC[1]']	[]	[]
Alesander Staedmon	['http://awoiaf.westeros.org/index.php/House_Staedmon']	['Stormlands']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[['Lord of Broad Arch']]
Alesandor Torrent	['http://awoiaf.westeros.org/index.php/House_Torrent']	['Sistermen']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[['Lord of Littlesister[1]']]
Alester II Arryn										[]	[]	[]
Alester Florent	['http://awoiaf.westeros.org/index.php/House_Florent', 'http://awoiaf.westeros.org/index.php/Alester_Florent', 'http://awoiaf.westeros.org/index.php/House_Tyrell', 'http://awoiaf.westeros.org/index.php/Alester_Florent', 'http://awoiaf.westeros.org/index.php/House_Baratheon_of_Dragonstone', 'http://awoiaf.westeros.org/index.php/Alester_Florent', 'http://awoiaf.westeros.org/index.php/Queen%27s_men', 'http://awoiaf.westeros.org/index.php/Alester_Florent']	['Reach[1]']	['http://awoiaf.westeros.org/index.php/Melara_Crane', 'http://awoiaf.westeros.org/index.php/Alester_Florent']			['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']			['http://awoiaf.westeros.org/index.php/Alekyne_Florent', 'http://awoiaf.westeros.org/index.php/Davos_Seaworth']	[b'Brightwater Keep[4]']	[b'In300AC,Dragonstone[5]']	[['Lord of Brightwater Keep[1]', 'Hand of the King[2]']]
Alester Norcross	['http://awoiaf.westeros.org/index.php/House_Norcross']	['Reach']		['http://awoiaf.westeros.org/index.php/Hosman_Norcross']	['http://awoiaf.westeros.org/index.php/Delena_Florent']	['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[b'In290AC or 291AC[1]']	[]	[]
Alester Oakheart	['http://awoiaf.westeros.org/index.php/House_Oakheart']	['Reach']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	"[b""Prince's Pass[1]""]"	[]
SerAlester Sarwyck	['http://awoiaf.westeros.org/index.php/House_Sarwyck', 'http://awoiaf.westeros.org/index.php/House_Lannister', 'http://awoiaf.westeros.org/index.php/R%27hllor']	['westermen']		['http://awoiaf.westeros.org/index.php/Raynald_Sarwyck']	['http://awoiaf.westeros.org/index.php/Dorna_Sarwyck']					[]	[b'In299AC']	[['Ser', 'Lord of Riverspring (determinant)']]
Alester Wynch	['http://awoiaf.westeros.org/index.php/House_Wynch']	['Ironborn']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[b'In133AC,Faircastle[1]']	[]
Alf	['http://awoiaf.westeros.org/index.php/Night%27s_Watch', 'http://awoiaf.westeros.org/index.php/Queen%27s_men']					['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'Runnymudd']	[]	[]
Alfador	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Hightower']					['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	[]	[['Maester at the Hightower']]
Alford	['http://awoiaf.westeros.org/index.php/Citadel']					['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire']				[]	[]	[['Grand Maester']]
Alfred Broome	['http://awoiaf.westeros.org/index.php/House_Broome', 'http://awoiaf.westeros.org/index.php/Blacks', 'http://awoiaf.westeros.org/index.php/Greens']	['Westermen']				['http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	"[b""In131AC[1],King's Landing[1]""]"	[['Ser']]
Alfyn		['Free Folk']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[b'In299AC[1],Beyond the Wall[1]']	[]
High Septon	['http://awoiaf.westeros.org/index.php/Faith_of_the_Seven', 'http://awoiaf.westeros.org/index.php/House_Targaryen']	['Westerosi']				['http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Rise_of_the_Dragon']				[]	[b'In5459AC[1]']	[['Septon', 'High Septon', 'Father of the Faithful', 'His High Holiness', 'Shepherd of the Faithful', 'Voice of the Seven on Earth']]
Alia						['http://awoiaf.westeros.org/index.php/A_Game_of_Thrones']				[]	[]	[]
Aliandra Martell	['http://awoiaf.westeros.org/index.php/House_Martell']	['Dornishmen']	['http://awoiaf.westeros.org/index.php/Drazenko_Rogare', 'http://awoiaf.westeros.org/index.php/Aliandra_Martell']	['http://awoiaf.westeros.org/index.php/Qoren_Martell']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood']		['http://awoiaf.westeros.org/index.php/Qoren_Martell']		[b'In115AC[2]']	[b'In136158AC[2]']	[['Princess of Dorne[1]', 'Lady of Sunspear[1]']]
Alicent Hightower	['http://awoiaf.westeros.org/index.php/House_Hightower', 'http://awoiaf.westeros.org/index.php/House_Targaryen', 'http://awoiaf.westeros.org/index.php/Greens']	['Reach']	['http://awoiaf.westeros.org/index.php/Viserys_I_Targaryen']	['http://awoiaf.westeros.org/index.php/Otto_Hightower']		['http://awoiaf.westeros.org/index.php/The_World_of_Ice_%26_Fire', 'http://awoiaf.westeros.org/index.php/Fire_%26_Blood', 'http://awoiaf.westeros.org/index.php/The_Rogue_Prince', 'http://awoiaf.westeros.org/index.php/The_Princess_and_the_Queen']	['http://awoiaf.westeros.org/index.php/House_of_the_Dragon', 'http://awoiaf.westeros.org/index.php/House_of_the_Dragon_-_Season_1']	['http://awoiaf.westeros.org/index.php/Aemma_Arryn']	['http://awoiaf.westeros.org/index.php/Helaena_Targaryen', 'http://awoiaf.westeros.org/index.php/Daemon_Targaryen']	[b'In88AC[2]']	"[b""In133AC[3],King's Landing""]"	[['Lady', 'Queen', 'Dowager Queen']]
Alios Qhaedar		['Volantene']				['http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[]	[]	[]
All-for-Joffrey		['Rivermen']				['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings']				[]	[b'In299AC,Harrenhal']	[]
Alla Tyrell	['http://awoiaf.westeros.org/index.php/House_Tyrell']	['Reach']		['http://awoiaf.westeros.org/index.php/Leo_Tyrell_(son_of_Victor)']	['http://awoiaf.westeros.org/index.php/Alys_Beesbury']	['http://awoiaf.westeros.org/index.php/A_Storm_of_Swords', 'http://awoiaf.westeros.org/index.php/A_Feast_for_Crows', 'http://awoiaf.westeros.org/index.php/A_Dance_with_Dragons']				[b'In286AC (roughly)[1]']	[]	[]
Allaquo		['Braavosi']				['http://awoiaf.westeros.org/index.php/A_Feast_for_Crows']				[]	[]	[]
Allar	['http://awoiaf.westeros.org/index.php/Citadel', 'http://awoiaf.westeros.org/index.php/House_Targaryen']					['http://awoiaf.westeros.org/index.php/Fire_%26_Blood']				[]	"[b""In101AC,King's Landing""]"	[['Grand Maester']]
Allar Deem	['http://awoiaf.westeros.org/index.php/City_Watch_of_King%27s_Landing']					['http://awoiaf.westeros.org/index.php/A_Clash_of_Kings', 'http://awoiaf.westeros.org/index.php/A_Storm_of_Swords']				[]	[b'In299AC,the narrow sea']	[]
